activity,timestamp,case
Compacted Screenings,1969-12-31 18:00:00+00:00,case_5861
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_5861
Coarse Screens,1969-12-31 16:00:00+00:00,case_5733
Fine Screens,1969-12-31 17:00:00+00:00,case_5733
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_5733
Sludge Grinder,1969-12-31 19:00:00+00:00,case_5733
Blend Tank,1969-12-31 20:00:00+00:00,case_5733
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_5733
Coarse Screens,1969-12-31 16:00:00+00:00,case_543
Fine Screens,1969-12-31 17:00:00+00:00,case_543
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_543
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_543
Final Clarifier,1969-12-31 20:00:00+00:00,case_543
Chlorine Contact Basin,1969-12-31 21:00:00+00:00,case_543
Pond,1969-12-31 22:00:00+00:00,case_543
De-chlorination Pond,1969-12-31 23:00:00+00:00,case_543
Cascade Aerator,1970-01-01 00:00:00+00:00,case_543
Coarse Screens,1969-12-31 16:00:00+00:00,case_6197
Fine Screens,1969-12-31 17:00:00+00:00,case_6197
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_6197
Sludge Grinder,1969-12-31 19:00:00+00:00,case_6197
Blend Tank,1969-12-31 20:00:00+00:00,case_6197
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_6197
Coarse Screens,1969-12-31 16:00:00+00:00,case_1364
Fine Screens,1969-12-31 17:00:00+00:00,case_1364
Compacted Screenings,1969-12-31 18:00:00+00:00,case_1364
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_1364
Coarse Screens,1969-12-31 16:00:00+00:00,case_564
Fine Screens,1969-12-31 17:00:00+00:00,case_564
Compacted Screenings,1969-12-31 18:00:00+00:00,case_564
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_564
Coarse Screens,1969-12-31 16:00:00+00:00,case_2980
Fine Screens,1969-12-31 17:00:00+00:00,case_2980
Compacted Screenings,1969-12-31 18:00:00+00:00,case_2980
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_2980
Coarse Screens,1969-12-31 16:00:00+00:00,case_2233
Fine Screens,1969-12-31 17:00:00+00:00,case_2233
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_2233
Sludge Grinder,1969-12-31 19:00:00+00:00,case_2233
Blend Tank,1969-12-31 20:00:00+00:00,case_2233
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_2233
Storage Tank,1969-12-31 22:00:00+00:00,case_2233
Disposal to Landfill,1969-12-31 23:00:00+00:00,case_2233
Coarse Screens,1969-12-31 16:00:00+00:00,case_7533
Fine Screens,1969-12-31 17:00:00+00:00,case_7533
Compacted Screenings,1969-12-31 18:00:00+00:00,case_7533
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_7533
Coarse Screens,1969-12-31 16:00:00+00:00,case_4770
Fine Screens,1969-12-31 17:00:00+00:00,case_4770
Compacted Screenings,1969-12-31 18:00:00+00:00,case_4770
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_4770
Coarse Screens,1969-12-31 16:00:00+00:00,case_4746
Fine Screens,1969-12-31 17:00:00+00:00,case_4746
Compacted Screenings,1969-12-31 18:00:00+00:00,case_4746
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_4746
Coarse Screens,1969-12-31 16:00:00+00:00,case_897
Fine Screens,1969-12-31 17:00:00+00:00,case_897
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_897
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_897
Bio-reactor Tanks,1969-12-31 20:00:00+00:00,case_897
Bio-reactor Tanks,1969-12-31 21:00:00+00:00,case_897
Bio-reactor Tanks,1969-12-31 22:00:00+00:00,case_897
Final Clarifier,1969-12-31 23:00:00+00:00,case_897
Chlorine Contact Basin,1970-01-01 00:00:00+00:00,case_897
Pond,1970-01-01 01:00:00+00:00,case_897
De-chlorination Pond,1970-01-01 02:00:00+00:00,case_897
Effluent Pumping Station,1970-01-01 03:00:00+00:00,case_897
Coarse Screens,1969-12-31 16:00:00+00:00,case_5128
Fine Screens,1969-12-31 17:00:00+00:00,case_5128
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_5128
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_5128
Bio-reactor Tanks,1969-12-31 20:00:00+00:00,case_5128
Dissolved-Air Flotation Thickening,1969-12-31 21:00:00+00:00,case_5128
Blend Tank,1969-12-31 22:00:00+00:00,case_5128
Anaerobic Digester,1969-12-31 23:00:00+00:00,case_5128
Storage Tank,1970-01-01 00:00:00+00:00,case_5128
Disposal to Landfill,1970-01-01 01:00:00+00:00,case_5128
Coarse Screens,1969-12-31 16:00:00+00:00,case_114
Fine Screens,1969-12-31 17:00:00+00:00,case_114
Compacted Screenings,1969-12-31 18:00:00+00:00,case_114
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_114
Coarse Screens,1969-12-31 16:00:00+00:00,case_9080
Fine Screens,1969-12-31 17:00:00+00:00,case_9080
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_9080
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_9080
Final Clarifier,1969-12-31 20:00:00+00:00,case_9080
Chlorine Contact Basin,1969-12-31 21:00:00+00:00,case_9080
Pond,1969-12-31 22:00:00+00:00,case_9080
De-chlorination Pond,1969-12-31 23:00:00+00:00,case_9080
Effluent Pumping Station,1970-01-01 00:00:00+00:00,case_9080
Coarse Screens,1969-12-31 16:00:00+00:00,case_1787
Fine Screens,1969-12-31 17:00:00+00:00,case_1787
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_1787
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_1787
Dissolved-Air Flotation Thickening,1969-12-31 20:00:00+00:00,case_1787
Blend Tank,1969-12-31 21:00:00+00:00,case_1787
Anaerobic Digester,1969-12-31 22:00:00+00:00,case_1787
Storage Tank,1969-12-31 23:00:00+00:00,case_1787
Disposal to Landfill,1970-01-01 00:00:00+00:00,case_1787
Coarse Screens,1969-12-31 16:00:00+00:00,case_7880
Fine Screens,1969-12-31 17:00:00+00:00,case_7880
Compacted Screenings,1969-12-31 18:00:00+00:00,case_7880
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_7880
Coarse Screens,1969-12-31 16:00:00+00:00,case_2156
Fine Screens,1969-12-31 17:00:00+00:00,case_2156
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_2156
Sludge Grinder,1969-12-31 19:00:00+00:00,case_2156
Blend Tank,1969-12-31 20:00:00+00:00,case_2156
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_2156
Coarse Screens,1969-12-31 16:00:00+00:00,case_9836
Fine Screens,1969-12-31 17:00:00+00:00,case_9836
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_9836
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_9836
Bio-reactor Tanks,1969-12-31 20:00:00+00:00,case_9836
Bio-reactor Tanks,1969-12-31 21:00:00+00:00,case_9836
Final Clarifier,1969-12-31 22:00:00+00:00,case_9836
Chlorine Contact Basin,1969-12-31 23:00:00+00:00,case_9836
Pond,1970-01-01 00:00:00+00:00,case_9836
De-chlorination Pond,1970-01-01 01:00:00+00:00,case_9836
Effluent Pumping Station,1970-01-01 02:00:00+00:00,case_9836
Coarse Screens,1969-12-31 16:00:00+00:00,case_2474
Fine Screens,1969-12-31 17:00:00+00:00,case_2474
Compacted Screenings,1969-12-31 18:00:00+00:00,case_2474
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_2474
Coarse Screens,1969-12-31 16:00:00+00:00,case_9661
Fine Screens,1969-12-31 17:00:00+00:00,case_9661
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_9661
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_9661
Bio-reactor Tanks,1969-12-31 20:00:00+00:00,case_9661
Bio-reactor Tanks,1969-12-31 21:00:00+00:00,case_9661
Wastewater Centrifuge De-watering Thickening,1969-12-31 22:00:00+00:00,case_9661
Blend Tank,1969-12-31 23:00:00+00:00,case_9661
Anaerobic Digester,1970-01-01 00:00:00+00:00,case_9661
Storage Tank,1970-01-01 01:00:00+00:00,case_9661
Disposal to Landfill,1970-01-01 02:00:00+00:00,case_9661
Coarse Screens,1969-12-31 16:00:00+00:00,case_2323
Fine Screens,1969-12-31 17:00:00+00:00,case_2323
Compacted Screenings,1969-12-31 18:00:00+00:00,case_2323
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_2323
Coarse Screens,1969-12-31 16:00:00+00:00,case_2662
Fine Screens,1969-12-31 17:00:00+00:00,case_2662
Compacted Screenings,1969-12-31 18:00:00+00:00,case_2662
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_2662
Coarse Screens,1969-12-31 16:00:00+00:00,case_4993
Fine Screens,1969-12-31 17:00:00+00:00,case_4993
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_4993
Sludge Grinder,1969-12-31 19:00:00+00:00,case_4993
Blend Tank,1969-12-31 20:00:00+00:00,case_4993
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_4993
Coarse Screens,1969-12-31 16:00:00+00:00,case_6640
Fine Screens,1969-12-31 17:00:00+00:00,case_6640
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_6640
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_6640
Bio-reactor Tanks,1969-12-31 20:00:00+00:00,case_6640
Gravity Thickening,1969-12-31 21:00:00+00:00,case_6640
Blend Tank,1969-12-31 22:00:00+00:00,case_6640
Anaerobic Digester,1969-12-31 23:00:00+00:00,case_6640
Storage Tank,1970-01-01 00:00:00+00:00,case_6640
Disposal to Landfill,1970-01-01 01:00:00+00:00,case_6640
Coarse Screens,1969-12-31 16:00:00+00:00,case_8552
Fine Screens,1969-12-31 17:00:00+00:00,case_8552
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_8552
Sludge Grinder,1969-12-31 19:00:00+00:00,case_8552
Blend Tank,1969-12-31 20:00:00+00:00,case_8552
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_8552
Coarse Screens,1969-12-31 16:00:00+00:00,case_9055
Fine Screens,1969-12-31 17:00:00+00:00,case_9055
Compacted Screenings,1969-12-31 18:00:00+00:00,case_9055
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_9055
Coarse Screens,1969-12-31 16:00:00+00:00,case_2340
Fine Screens,1969-12-31 17:00:00+00:00,case_2340
Compacted Screenings,1969-12-31 18:00:00+00:00,case_2340
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_2340
Coarse Screens,1969-12-31 16:00:00+00:00,case_3683
Fine Screens,1969-12-31 17:00:00+00:00,case_3683
Compacted Screenings,1969-12-31 18:00:00+00:00,case_3683
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_3683
Coarse Screens,1969-12-31 16:00:00+00:00,case_1174
Fine Screens,1969-12-31 17:00:00+00:00,case_1174
Compacted Screenings,1969-12-31 18:00:00+00:00,case_1174
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_1174
Coarse Screens,1969-12-31 16:00:00+00:00,case_3454
Fine Screens,1969-12-31 17:00:00+00:00,case_3454
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_3454
Sludge Grinder,1969-12-31 19:00:00+00:00,case_3454
Blend Tank,1969-12-31 20:00:00+00:00,case_3454
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_3454
Storage Tank,1969-12-31 22:00:00+00:00,case_3454
Disposal to Landfill,1969-12-31 23:00:00+00:00,case_3454
Coarse Screens,1969-12-31 16:00:00+00:00,case_4091
Fine Screens,1969-12-31 17:00:00+00:00,case_4091
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_4091
Sludge Grinder,1969-12-31 19:00:00+00:00,case_4091
Blend Tank,1969-12-31 20:00:00+00:00,case_4091
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_4091
Storage Tank,1969-12-31 22:00:00+00:00,case_4091
Disposal to Landfill,1969-12-31 23:00:00+00:00,case_4091
Coarse Screens,1969-12-31 16:00:00+00:00,case_562
Fine Screens,1969-12-31 17:00:00+00:00,case_562
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_562
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_562
Bio-reactor Tanks,1969-12-31 20:00:00+00:00,case_562
Bio-reactor Tanks,1969-12-31 21:00:00+00:00,case_562
Wastewater Centrifuge De-watering Thickening,1969-12-31 22:00:00+00:00,case_562
Blend Tank,1969-12-31 23:00:00+00:00,case_562
Anaerobic Digester,1970-01-01 00:00:00+00:00,case_562
Storage Tank,1970-01-01 01:00:00+00:00,case_562
Disposal to Landfill,1970-01-01 02:00:00+00:00,case_562
Coarse Screens,1969-12-31 16:00:00+00:00,case_5430
Fine Screens,1969-12-31 17:00:00+00:00,case_5430
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_5430
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_5430
Bio-reactor Tanks,1969-12-31 20:00:00+00:00,case_5430
Final Clarifier,1969-12-31 21:00:00+00:00,case_5430
Chlorine Contact Basin,1969-12-31 22:00:00+00:00,case_5430
Pond,1969-12-31 23:00:00+00:00,case_5430
De-chlorination Pond,1970-01-01 00:00:00+00:00,case_5430
Effluent Pumping Station,1970-01-01 01:00:00+00:00,case_5430
Coarse Screens,1969-12-31 16:00:00+00:00,case_1056
Fine Screens,1969-12-31 17:00:00+00:00,case_1056
Compacted Screenings,1969-12-31 18:00:00+00:00,case_1056
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_1056
Coarse Screens,1969-12-31 16:00:00+00:00,case_6233
Fine Screens,1969-12-31 17:00:00+00:00,case_6233
Compacted Screenings,1969-12-31 18:00:00+00:00,case_6233
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_6233
Coarse Screens,1969-12-31 16:00:00+00:00,case_3569
Fine Screens,1969-12-31 17:00:00+00:00,case_3569
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_3569
Sludge Grinder,1969-12-31 19:00:00+00:00,case_3569
Blend Tank,1969-12-31 20:00:00+00:00,case_3569
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_3569
Coarse Screens,1969-12-31 16:00:00+00:00,case_6594
Fine Screens,1969-12-31 17:00:00+00:00,case_6594
Compacted Screenings,1969-12-31 18:00:00+00:00,case_6594
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_6594
Coarse Screens,1969-12-31 16:00:00+00:00,case_6869
Fine Screens,1969-12-31 17:00:00+00:00,case_6869
Compacted Screenings,1969-12-31 18:00:00+00:00,case_6869
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_6869
Coarse Screens,1969-12-31 16:00:00+00:00,case_2884
Fine Screens,1969-12-31 17:00:00+00:00,case_2884
Compacted Screenings,1969-12-31 18:00:00+00:00,case_2884
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_2884
Coarse Screens,1969-12-31 16:00:00+00:00,case_9156
Fine Screens,1969-12-31 17:00:00+00:00,case_9156
Compacted Screenings,1969-12-31 18:00:00+00:00,case_9156
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_9156
Coarse Screens,1969-12-31 16:00:00+00:00,case_9840
Fine Screens,1969-12-31 17:00:00+00:00,case_9840
Compacted Screenings,1969-12-31 18:00:00+00:00,case_9840
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_9840
Coarse Screens,1969-12-31 16:00:00+00:00,case_3494
Fine Screens,1969-12-31 17:00:00+00:00,case_3494
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_3494
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_3494
Bio-reactor Tanks,1969-12-31 20:00:00+00:00,case_3494
Bio-reactor Tanks,1969-12-31 21:00:00+00:00,case_3494
Bio-reactor Tanks,1969-12-31 22:00:00+00:00,case_3494
Bio-reactor Tanks,1969-12-31 23:00:00+00:00,case_3494
Final Clarifier,1970-01-01 00:00:00+00:00,case_3494
Chlorine Contact Basin,1970-01-01 01:00:00+00:00,case_3494
Pond,1970-01-01 02:00:00+00:00,case_3494
De-chlorination Pond,1970-01-01 03:00:00+00:00,case_3494
Cascade Aerator,1970-01-01 04:00:00+00:00,case_3494
Coarse Screens,1969-12-31 16:00:00+00:00,case_7532
Fine Screens,1969-12-31 17:00:00+00:00,case_7532
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_7532
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_7532
Final Clarifier,1969-12-31 20:00:00+00:00,case_7532
Chlorine Contact Basin,1969-12-31 21:00:00+00:00,case_7532
Pond,1969-12-31 22:00:00+00:00,case_7532
De-chlorination Pond,1969-12-31 23:00:00+00:00,case_7532
Cascade Aerator,1970-01-01 00:00:00+00:00,case_7532
Coarse Screens,1969-12-31 16:00:00+00:00,case_3374
Fine Screens,1969-12-31 17:00:00+00:00,case_3374
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_3374
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_3374
Wastewater Centrifuge De-watering Thickening,1969-12-31 20:00:00+00:00,case_3374
Blend Tank,1969-12-31 21:00:00+00:00,case_3374
Anaerobic Digester,1969-12-31 22:00:00+00:00,case_3374
Coarse Screens,1969-12-31 16:00:00+00:00,case_2339
Fine Screens,1969-12-31 17:00:00+00:00,case_2339
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_2339
Sludge Grinder,1969-12-31 19:00:00+00:00,case_2339
Blend Tank,1969-12-31 20:00:00+00:00,case_2339
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_2339
Storage Tank,1969-12-31 22:00:00+00:00,case_2339
Disposal to Landfill,1969-12-31 23:00:00+00:00,case_2339
Coarse Screens,1969-12-31 16:00:00+00:00,case_2611
Fine Screens,1969-12-31 17:00:00+00:00,case_2611
Compacted Screenings,1969-12-31 18:00:00+00:00,case_2611
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_2611
Coarse Screens,1969-12-31 16:00:00+00:00,case_2797
Fine Screens,1969-12-31 17:00:00+00:00,case_2797
Compacted Screenings,1969-12-31 18:00:00+00:00,case_2797
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_2797
Coarse Screens,1969-12-31 16:00:00+00:00,case_3384
Fine Screens,1969-12-31 17:00:00+00:00,case_3384
Compacted Screenings,1969-12-31 18:00:00+00:00,case_3384
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_3384
Coarse Screens,1969-12-31 16:00:00+00:00,case_5866
Fine Screens,1969-12-31 17:00:00+00:00,case_5866
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_5866
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_5866
Wastewater Centrifuge De-watering Thickening,1969-12-31 20:00:00+00:00,case_5866
Blend Tank,1969-12-31 21:00:00+00:00,case_5866
Anaerobic Digester,1969-12-31 22:00:00+00:00,case_5866
Storage Tank,1969-12-31 23:00:00+00:00,case_5866
Disposal to Landfill,1970-01-01 00:00:00+00:00,case_5866
Coarse Screens,1969-12-31 16:00:00+00:00,case_3151
Fine Screens,1969-12-31 17:00:00+00:00,case_3151
Compacted Screenings,1969-12-31 18:00:00+00:00,case_3151
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_3151
Coarse Screens,1969-12-31 16:00:00+00:00,case_6559
Fine Screens,1969-12-31 17:00:00+00:00,case_6559
Compacted Screenings,1969-12-31 18:00:00+00:00,case_6559
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_6559
Coarse Screens,1969-12-31 16:00:00+00:00,case_2248
Fine Screens,1969-12-31 17:00:00+00:00,case_2248
Compacted Screenings,1969-12-31 18:00:00+00:00,case_2248
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_2248
Coarse Screens,1969-12-31 16:00:00+00:00,case_4728
Fine Screens,1969-12-31 17:00:00+00:00,case_4728
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_4728
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_4728
Bio-reactor Tanks,1969-12-31 20:00:00+00:00,case_4728
Wastewater Centrifuge De-watering Thickening,1969-12-31 21:00:00+00:00,case_4728
Blend Tank,1969-12-31 22:00:00+00:00,case_4728
Anaerobic Digester,1969-12-31 23:00:00+00:00,case_4728
Storage Tank,1970-01-01 00:00:00+00:00,case_4728
Disposal to Landfill,1970-01-01 01:00:00+00:00,case_4728
Coarse Screens,1969-12-31 16:00:00+00:00,case_8156
Fine Screens,1969-12-31 17:00:00+00:00,case_8156
Compacted Screenings,1969-12-31 18:00:00+00:00,case_8156
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_8156
Coarse Screens,1969-12-31 16:00:00+00:00,case_8209
Fine Screens,1969-12-31 17:00:00+00:00,case_8209
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_8209
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_8209
Gravity Thickening,1969-12-31 20:00:00+00:00,case_8209
Blend Tank,1969-12-31 21:00:00+00:00,case_8209
Anaerobic Digester,1969-12-31 22:00:00+00:00,case_8209
Coarse Screens,1969-12-31 16:00:00+00:00,case_233
Fine Screens,1969-12-31 17:00:00+00:00,case_233
Compacted Screenings,1969-12-31 18:00:00+00:00,case_233
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_233
Coarse Screens,1969-12-31 16:00:00+00:00,case_1076
Fine Screens,1969-12-31 17:00:00+00:00,case_1076
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_1076
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_1076
Bio-reactor Tanks,1969-12-31 20:00:00+00:00,case_1076
Final Clarifier,1969-12-31 21:00:00+00:00,case_1076
Chlorine Contact Basin,1969-12-31 22:00:00+00:00,case_1076
Pond,1969-12-31 23:00:00+00:00,case_1076
De-chlorination Pond,1970-01-01 00:00:00+00:00,case_1076
Cascade Aerator,1970-01-01 01:00:00+00:00,case_1076
Coarse Screens,1969-12-31 16:00:00+00:00,case_5656
Fine Screens,1969-12-31 17:00:00+00:00,case_5656
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_5656
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_5656
Dissolved-Air Flotation Thickening,1969-12-31 20:00:00+00:00,case_5656
Blend Tank,1969-12-31 21:00:00+00:00,case_5656
Anaerobic Digester,1969-12-31 22:00:00+00:00,case_5656
Coarse Screens,1969-12-31 16:00:00+00:00,case_4035
Fine Screens,1969-12-31 17:00:00+00:00,case_4035
Compacted Screenings,1969-12-31 18:00:00+00:00,case_4035
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_4035
Coarse Screens,1969-12-31 16:00:00+00:00,case_3158
Fine Screens,1969-12-31 17:00:00+00:00,case_3158
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_3158
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_3158
Bio-reactor Tanks,1969-12-31 20:00:00+00:00,case_3158
Bio-reactor Tanks,1969-12-31 21:00:00+00:00,case_3158
Bio-reactor Tanks,1969-12-31 22:00:00+00:00,case_3158
Gravity Thickening,1969-12-31 23:00:00+00:00,case_3158
Blend Tank,1970-01-01 00:00:00+00:00,case_3158
Anaerobic Digester,1970-01-01 01:00:00+00:00,case_3158
Coarse Screens,1969-12-31 16:00:00+00:00,case_9196
Fine Screens,1969-12-31 17:00:00+00:00,case_9196
Compacted Screenings,1969-12-31 18:00:00+00:00,case_9196
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_9196
Coarse Screens,1969-12-31 16:00:00+00:00,case_9140
Fine Screens,1969-12-31 17:00:00+00:00,case_9140
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_9140
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_9140
Bio-reactor Tanks,1969-12-31 20:00:00+00:00,case_9140
Final Clarifier,1969-12-31 21:00:00+00:00,case_9140
Chlorine Contact Basin,1969-12-31 22:00:00+00:00,case_9140
Pond,1969-12-31 23:00:00+00:00,case_9140
De-chlorination Pond,1970-01-01 00:00:00+00:00,case_9140
Cascade Aerator,1970-01-01 01:00:00+00:00,case_9140
Coarse Screens,1969-12-31 16:00:00+00:00,case_9414
Fine Screens,1969-12-31 17:00:00+00:00,case_9414
Compacted Screenings,1969-12-31 18:00:00+00:00,case_9414
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_9414
Coarse Screens,1969-12-31 16:00:00+00:00,case_136
Fine Screens,1969-12-31 17:00:00+00:00,case_136
